actor,country,description,genre,language,link_image,original_title,public,score,time,title,trailer_page_url,trailer_video,year
"Billy Crystal,John Goodman,Mary Gibbs","United States,Japan","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things ...","Animation,Adventure,Comedy",English,"https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Monsters, Inc. 3D",G,8.1,92,"Monsters, Inc.",https://www.imdb.com/video/vi518890521/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi518890521/1434659607842-pgv4ql-1616202839638.mp4?Expires=1682016123&Signature=JmMUAKuhuzd2HV80gb99ez2ZcKE-MsYpCl2W0jLPCM-~FfeSJSFJEkhQiC25CuLn5tz9P1KOz2AKlIIZooIZhzrEpaMCw1TAngqgV771P1xZlQ7G-mhdPo0g8THiQk~RINCW3OCqn-tUTa2Z1XhrWzJbt0nzWbus43VVUpifDjZGEO9raf~fVtvwyJfmZBTXdCWMhhJYVgaIaKITeWdJ1Aq~KjGy9zYxy07W2~e6vnSI72kpdb97pwmtcfY5lum~z7K6CY-OweHFWBW515uE8-vDIdMNZ2RC-L-aiYhRLbbJ1gvv1uU4iSb0A0tN~Hj1D5Nrstnc16xtkth8P0vApg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2001
"Robin Williams,Ethan Hawke,Robert Sean Leonard",United States,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,"Comedy,Drama","English,Latin","https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",Der Club der toten Dichter,PG,8.1,128,Dead Poets Society,https://www.imdb.com/video/vi2309078553/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2309078553/1434659607842-pgv4ql-1583358873316.mp4?Expires=1682016123&Signature=LyNRGx1aRAtSp~lGmmR~ssTlDQTQGOPe~pqkM3d3P~sigJRfdAnrFPKthxCaSGEWQ6lc6Sq9dH8N~7dGNtz6cWAsaGqys7lVupgrx5HgjpRe67lZXj3OlNDEAzi0ga-10mx1iSsi~X8CCV-Ud2mAevPg~ImuNhFI9U31L-vbE~YIrTanW5-bUcJvrYT6S9zpQDoUGWVzcFWHFEJdkrGd97VVv~fNkwrlQ5VUmSkoL1naqpv~kPw2wMg6rQwq-x46UjRkamol~XxrnkcOEko0dC~BGk3Ad2Pe3V3VJDjHV9pLteIUkjwSnnBf2exVdQtNf-RrWESyVrFDZ8HvisP56w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1989
"Christopher Mintz-Plasse,Jay Baruchel,Gerard Butler","United States,France","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","Animation,Action,Adventure",English,"https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_QL75_UX190_CR0,1,190,281_.jpg",How to Train Your Dragon: An IMAX 3D Experience,PG,8.1,98,How to Train Your Dragon,https://www.imdb.com/video/vi1158218777/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1158218777/1434659607842-pgv4ql-1616202569810.mp4?Expires=1682016122&Signature=qVkMLTjF0OI7KUpV6KPJ2bLIgD~BufRCAeUWZ8uR-6-dquetqm~CBs896ZdBOKFoJGO5GQihQRmhJtjwOP39aGMDKcUHKc4yyWW2fR59875s79kekwCnikI3ho8~iGD5fr16OOqdlZ5GM8lLOI48NECh5fU-dR3sRl1WC6iL3TY6kC5hioMhxWXz2tbN1eKrAvQBoKD5YxJObpwkd09jsTJv9Mw9DR8lkjXgr-ktvxK0tMWGc~kJwflUSQHdx2wuN6GizsrKzEC0LLJBiMO9Hn0j6TPm2bujBZ11-DaxEmaxjSb7bicn2cenHmkZoD8swGxS7cFhdb5wfBe4GNwOKg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2010
"Luke Bracey,Sam Worthington,Andrew Garfield","Australia,United States,United Kingdom,China","World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor ...","Biography,Drama,History","English,Japanese","https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_QL75_UX190_CR0,6,190,281_.jpg",Người Hùng Không Súng,R,8.1,139,Hacksaw Ridge,https://www.imdb.com/video/vi2608248601/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2608248601/1434659607842-pgv4ql-1469716635759.mp4?Expires=1682016133&Signature=gjup38pYC8UY-6dYq7pl-GnS0e33fzEx2JfDEIc-YR9MSvuAkMYUIR0SGFFy~clPoD5UrPQXXR5BRBSDQNav1o0xgynIR1eUks-si24OgPujPZCGII2R1rDGwQhF4jEc36tDi-B30f1J8pFrbwzrc0jfGq1yne9GPpgvdvjkO-rz3mLkhwMY0th6jsRpiGTIIawax4AcImwDrCqpvJJpm5em-wzTR1Io2wehCd2cegUVEml5K3zIO-L9d25GLvoUAeNtY~KMrPIyeKG8fPTYdcQNRxdIZWJIPb6PZQU9fXTh48SoYbEhvt-aZY2W2tKaWY0mTxx1uhxkknjsLZqQKg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2016
"Marisa Berenson,Patrick Magee,Ryan O'Neal","United Kingdom,United States",An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,"Adventure,Drama,War","English,German,French","https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,4,190,281_.jpg",Баррі Ліндон,PG,8.1,185,Barry Lyndon,https://www.imdb.com/video/vi247005465/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi247005465/1434659607842-pgv4ql-1564101840011.mp4?Expires=1682016137&Signature=VqtCJmUx~3YwhTvQNICaiLZqsNEKjLbHifaRtCV2NQM9KZ0boWa9C63704HnSIbX9SImpNUar3pHWzOXFhxjnFtulBryx8xawD4JIdZyM912A2aUv8KXCdPxwv1YYrxV9pVnGUuzeq7ZT4GvLOQm2PUaFk72~rId7OUB7swX0XqikoJOlf5VVByf46ZLEfAtoqhU7lYoO2Ph92Vk872K5IBZMYP-GDiq7E-hEhMIteRrb-xmznjPhxKCrFITQqNKivvlkedIX5v02h4mvZ0eezegiHK2Wixd2TAqgH6vKQwGYWjjh9Cv6DJBqWIIMxTqvkhLlOxXs-eWRqHBAWBFSA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1975
"James Stewart,Jean Arthur,Claude Rains",United States,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries...","Comedy,Drama",English,"https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,3,190,281_.jpg",Frank Capra's Mr. Smith Goes to Washington,Passed,8.1,129,Mr. Smith Goes to Washington,https://www.imdb.com/video/vi1789722905/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1789722905/1434659607842-pgv4ql-1564198616968.mp4?Expires=1682016127&Signature=dETJ5QBca9DmqNorgMv9rHhOFNLQ4xItUmf6PZc4mKmBWnqQxnR8AStSCtCcWgzzBrOTZH7fMyqgB1-b-Zgv-~IJk9n~ruA4JmVjnKvwEIiZSi0SOPPmDbujthxvfDfX0Vaxzpkat41xg0MwtcEFnxbbHs1VQ6nYRxmgZJWQUrMOEDtJjBDNbjLY9PsvgL9dRoiclushHKrptPMiD5n25DSPmr7YSHzfFlQ8VEr0AW28CfNHILyj5YsX6az-j~7UQ~TAPInNMVJr9hr0nJaOPp1kJuhnz~Yc5H0U2Td5l6QOtgt5PtLbBinU25KFefG9pfSjsctmmkKp7JFlN5WGDQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1939
"Yves Montand,Charles Vanel,Peter van Eyck","France,Italy","In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.","Adventure,Drama,Thriller","French,English,Spanish,German,Italian,Russian","https://m.media-amazon.com/images/M/MV5BZDdkNzMwZmUtY2Q5MS00ZmM2LWJhYjItYTBjMWY0MGM4MDRjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR2,0,190,281_.jpg",Plačilo za strah,Not Rated,8.2,131,The Wages of Fear,https://www.imdb.com/video/vi508608281/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi508608281/1434659607842-pgv4ql-1580269572272.mp4?Expires=1682016134&Signature=nXAxP6ZvfN7457lCqEJM3HdnzWi04No-JP-VFSffs0w2WMnRMjwYeAwVVS7sWaFIIp4eAZf8oiYdB-TagpHBLBUZR5DL7O6PK8YriTkvqsqjva7QXxllGEMB26BlnADHbbwWemDsjA~6~zXLHVx~HETWQekGo5ilupJDLO4PK87WJBV6gvZG6JU5k06TZHIS6LiWjyc9NcCFs1CL0Ywaxe-y5YdKfQ2rhG2mKWAkB0pX-2ZKxAS-PDFSZefum6CZbJn3DXPR7hzC-aL2Dl6XdkAFuMOA3GauYA8dl-nEtxJ1V5lhsPuEyVv1FwPjqgcX48wVkcgDlKdF9k-nDeNyxw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1953
"Philip Seymour Hoffman,Eric Bana,Toni Collette",Australia,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New Y...","Animation,Comedy,Drama","English,Yiddish","https://m.media-amazon.com/images/M/MV5BMDgzYjQwMDMtNGUzYi00MTRmLWIyMGMtNjE1OGZkNzY2YWIzL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR4,0,190,281_.jpg",Mary Và Max,Not Rated,8.1,92,Mary and Max,https://www.imdb.com/video/vi784205081/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi784205081/1434659607842-pgv4ql-1616202855835.mp4?Expires=1682016130&Signature=PDij4FuBi3UN6CrEEij79pQn9RSJsh8DMA0uof7ylrDHUxVHFmFNwEsYU-42SgmU~zUbvvgEi1LzTi1iRVbp5lNGecH9ikJnyPCnVb7XZOuYxNVIqOT~mgKcGgmjdSVoYelLO57ZlgF2Us0Boik5BnoVERB9ECTrHpCi7MXxp9DplBTlpek78J5m8HTdIedKbCZjf~aDGM8CTDHktQv4AOH2shLt-pM5PRjqH~x77xU~OV5cWUJrVSFmFq7z68jE41~8seYz-sm7IPJmsUhRkURyw3qw2wD48d1CugsWiwF0~XojPQEmkgQ3WPhMuYYWbkJsHNiDbkczFu6yhbryUg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2009
"Mathieu Amalric,F. Murray Abraham,Ralph Fiennes","United States,Germany","A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.","Adventure,Comedy,Crime","English,French,German","https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Khách Sạn Đế Vương,R,8.1,99,The Grand Budapest Hotel,https://www.imdb.com/video/vi1157933593/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1157933593/1434659607842-pgv4ql-1616202390165.mp4?Expires=1682016142&Signature=DNJMkbv61IX4MbKvuo3JfGwVvIWL4qJoU4LSwsTzHjVM5MvNZ2lo7mF8isxacajBJvD2QaYreaILweSWQAPlOK~I0o7ElQd29LKtOWeDSc8NNZX8ISwmz7E8oKXNRRTmKORNRGn0JKba7PqX01aOnGhl-upr96IfHKBVhH4CPon6FUkEpb5GNXYapP0nta46QlH-yTijodd2V5AfAGHNXg8fsBMN4ooNcTmPyAo2OboZgRvaxR6mmKYzpTAwkJnTvx1a1RZ0nNQuuwmS-~-~U4jqkuNVz9SxEGiBn5Bka5XDRdeSpJAM1p8Rje5xCU0Z9PdabVQs8uzhK9GNBn8XlQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2014
"Stephen Boyd,Jack Hawkins,Charlton Heston",United States,"After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.","Adventure,Drama",English,"https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,3,190,281_.jpg",Ben-Hur: A Tale of the Christ,G,8.1,212,Ben-Hur,https://www.imdb.com/video/vi1269283609/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1269283609/1434659607842-pgv4ql-1563926490521.mp4?Expires=1682016140&Signature=uXTk4tFQ-WUEIWhmWi020D3dAbaOuMduL~9py6LAGxeqjj7XN2pRzRcKEAepht6EmuvE4D7K3LsAZtS-t9-ucYb8RvuHVnhSTSvMrV8cGhAXehsgR-g7PLvCOT0PxuKqHOPpzQb2Ba88GLOMi05kZV61JSKOUmg8Y6goj-pOcRgbYBtKeodY4kr0jadvGeQZbtz8VDqby2rK9lQyFCeiuE7Ii9v~bnIJxxJQKgAcADjQBTyEl7WWDbpWUAL-yJC13vzLZW9WeOur-T-NJzGtQy8TfxqN-Ojp~1wOeDxshc6xVjqRSv5YtggHgyjI2ddUsuhTtLsrb2x4mp7GC19k~A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1959
"Ethan Hawke,Andrea Eckert,Julie Delpy","United States,Austria","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","Drama,Romance","English,German,French","https://m.media-amazon.com/images/M/MV5BZDdiZTAwYzAtMDI3Ni00OTRjLTkzN2UtMGE3MDMyZmU4NTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,1,190,281_.jpg",Antes del amanecer,R,8.1,101,Before Sunrise,https://www.imdb.com/video/vi2797142297/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2797142297/1434659607842-pgv4ql-1563503953936.mp4?Expires=1682016150&Signature=qQ0cAulS6aQ~96Nv4~68byWz6m7WRcI76Td09u1AWpFSTFGojwltK8ebeX8TvsiIMIj9s~AA1KaqcZEI3FJgiO0fTruBs44PUa7Z6eQ2nFEI14jCaZSm0Na7VNRQD~YCcyGSMT8HjLdqaLMwXRnVvJAphIDoMGuPEtJwGd61Rwx6TPewcE~nqBuYWOGik8OCldDjdT2rwoX6kZIfOwyvToCTOOjmCpV8wJ4uMzb06TKucsOIF~lTB4pH0HO-pdCfSFZF6cpPRl2nP0cBNz7XtnE04WGN~T~HkA5inGnYWzxe4tutSKGRYwD214ku-Uud3Wp2WCS9YIgRTxYJpcROLA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1995
"Orson Welles,Alida Valli,Joseph Cotten",United Kingdom,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","Film-Noir,Mystery,Thriller","English,German,Russian,French","https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg",The 3rd Man,Approved,8.1,93,The Third Man,https://www.imdb.com/video/vi992655385/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi992655385/1434659607842-pgv4ql-1564039600136.mp4?Expires=1682016132&Signature=o-5VNUz7VznqSlmYJfOvPuptYddvZnNJmzBTO~Jsal4ryTPzsjgy-PbHf43Lu0ObHmcRfCCgFGqmSX3TN5NbMbPx4Dmjx8GN5Gra64eak3ugkLNg3dc0CPU5K6E~G4v43vQE67xhUdcnBxh4YTG2umvQc5TVRhiEQeVzd7KKWJTCnEm2zu5SieNutTPrPp-2wfx00O0i0Y5ByjcKMRO4wVhRIg1aVKId0MFX9zkcCY2fJC5jom48Sj~DA2cZe3NcK2czlIwD~vZD8NMgVWPFj76SW9nWmaUB20o5vq3XA2Wz7BWkINpLQp3amgy1LJB6Utv-aUWZjfRyo8hHZDaqQA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1949
"Glen Cavender,Buster Keaton,Marion Mack",United States,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized ...","Action,Adventure,Comedy",None,"https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",The Engine Driver,Passed,8.1,67,The General,https://www.imdb.com/video/vi534623769/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi534623769/1434659607842-pgv4ql-1564606171197.mp4?Expires=1682016136&Signature=jnhSwnhcBT6dpwH2Qfrd7HqR~cXPEmwaPmeEn0bqEefglgPGWAy52ft5EJ-2KLR-t26Llh98YvHF4neMGaxw17RB69h~Vg8PkY8FIfE6m5MsXzYnQ9SjHFbCfnB2ZOM9~tLNHeGGuuSqJTzdRi5OdyYfkt1CUqc9PxUS00bKP53YbSD2pwhyQ3yJNWr6tNXsccT4s8AVFiPgyuXWCqKa-A1Yt73bNjAal2DRs2BnomkkGr~XdYb-J~RqZFjUpKQ~TCMzrYXwVMMvDCXrJy3Rqho3LYds3lI6FKEKn4J-NCzrsuAxOlCeWeh7fVR7KZXO-Vtq8fTtgpyW1UsmAlY~GA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1926
"Robert De Niro,John Cazale,Christopher Walken","United States,United Kingdom",An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,"Drama,War","English,Vietnamese,French,Russian,Cantonese","https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY281_CR1,0,190,281_.jpg",The Man Who Came to Play,R,8.1,183,The Deer Hunter,https://www.imdb.com/video/vi3045785881/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3045785881/1434659607842-pgv4ql-1564164416390.mp4?Expires=1682016137&Signature=TbQXCUoZE8PzGTM-4TcxeIxob09VsKbOfZEnzYMyBvsjzeMVWs-4imonGkHmtIKglg~Rw4rt266mxqBOOhgrhBCYxXDlXjrAdJC082B1yDbtoN8P-BuswsyTCWTTjfIDp0tpYnqtIyRJoFbX-KKLAxhl2IJU7lX4n~LuaBKts80Pzjda~~SS3NKBEGnUBl5rP-PIy~d750exeCDvBw0eZzc4WeHCbRV81lpAIS2ixEgm22I26dWj2MHWrrshMHikAlX-4n6TAMAntNQfB~Qaqxxaf4hoZq2ce5Fvjw2xdbl-JIKRs5DYICumaPwGIW-LnHr1vpe-NKMeeJGGZLlrqA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1978
"Jason Schwartzman,Rashida Jones,J.K. Simmons","Spain,United Kingdom,United States","A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliv...","Animation,Adventure,Comedy","English,Saami","https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Klaus - Câu Chuyện Giáng Sinh,PG,8.2,96,Klaus,https://www.imdb.com/video/vi3213606681/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3213606681/1434659607842-pgv4ql-1570459307509.mp4?Expires=1682016148&Signature=D4QBEq8MuqvOZrrUiu4-bm7xhyQbObha5M9eiQqWdgCFuXeWpEVuSfHmIUcJ2DsyxEjwcPCsZTdJ9sNUz6hcDvkntH5sB~HiA1j22kBQpkha~beTm3fXwbS8w7kq6~aGjVHC5VjyIy16j0QC5-za9IwyDk7UhffxGNQZlKAFimlFgjXJr9dBC-83V~UjyQsBy7zHbi-QD7cwOxtcmMMnEqvyphmFEcIqYTkFvOl9fDHGbgZw4~05kzDelsFdffu5OxCZv6J19xRpyl8a6Aqr-ZVFWoPcAggk-RVKA2qQYPGuuj4e5hE3uMZS~jcGpT-P9Qypmrrjk8HkczCDKxjQwQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2019
"Hilary Swank,Clint Eastwood,Morgan Freeman",United States,A determined woman works with a hardened boxing trainer to become a professional.,"Drama,Sport","English,Irish Gaelic","https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_QL75_UY281_CR1,0,190,281_.jpg",Rope Burns,PG-13,8.1,132,Million Dollar Baby,https://www.imdb.com/video/vi4217158425/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi4217158425/1434659607842-pgv4ql-1536966125725.mp4?Expires=1682016114&Signature=n6UJdnPqxm1DEzywkS0jE8AKxpFxQIj90Imwj854LLNHV5q~9Sr6qBV3oHLiWzuSRUsejK4cFzwqXTj674zNgB3uWzEMAnuAyCOSc~bg6qfbrux-~TOZ~WZhomJsX-XWr8ei1ANACuL1DvfhuSH2JqnZEDOy7SEcS81Lg0hpfOkMKXkcH7YQoqOr68-sxnQ-9sjBGC6LlAKojr21y7adDeoNIWosMSFVz89S3~DPhO82MxmPOBJzH6vdoTTugHbq~xvHx8awbzEEh-m77bMUSne~UfDvaMFMcnmJuTQmy09gyaLp0k1yUN4Eg2xCfTRFZOHpk1q5XRwXt3PTVwxK4Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2004
"Tom Hanks,Christopher Walken,Leonardo DiCaprio","United States,Canada","Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.","Biography,Crime,Drama","English,French","https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_QL75_UX190_CR0,0,190,281_.jpg",Hãy Bắt Tôi Nếu Có Thể,PG-13,8.1,141,Catch Me If You Can,https://www.imdb.com/video/vi1220346137/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1220346137/1434659607842-pgv4ql-1563437830680.mp4?Expires=1682016153&Signature=UL8kourGdNp9Rg1yq-Rsm85m~~hjr78zyIWCPPT8kZxVGkycS3jP7qVdge~i338qNskj-xlhh0HHX-3s-3lkaUSb0reNXiE3U9JJ6MMcs0Vh0H1HGILs6lBimBrmuoWfowD5lxD8ut4r0fc2WUb~dl6CqtR~Cqj5z1CAWhJKwe1acNF9kWl4SvfxpRg7ePWc7Vy1fbnpZtUYpdJRn~jkhzATPyqeXpmUQxZxH6sdiTONr-KAhJDhLjFBfJuWxUUU9YSd0xk0wMzoj14ZfRhBroHLrpYhW8Ih3hO9j7o9m~Owjfo3tRnheLhaKXDpv7riW0~z-VEYJVm-iWBy3Q9q2g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2002
"Karl Malden,Marlon Brando,Lee J. Cobb",United States,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of ...","Crime,Drama,Thriller","English,Latin","https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,3,190,281_.jpg",Bottom of the River,Approved,8.1,108,On the Waterfront,https://www.imdb.com/video/vi1817421337/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1817421337/1434659607842-pgv4ql-1563757396899.mp4?Expires=1682016141&Signature=BL6jYvp7ws4Rk~8llsu0PEGiilh1fh4En8g8aqszldCK5HH8Vd~KEDOwOPyWG87dHFLGGaYKJH2MIGMwwZJnztFLbB0OtLwj2zHxtGLAMpLdWTIeOFDHuVIlR6UqsOewqufZ7X92BjnMkrkG89MigpdKv2-kDstllC6roYWjzFNiXooovWq8IA6bdfxowMHjP8YQW8ZfWusFSXlrLgOpZ~FEjkwlix1TJYDJ19yByaiHFFiCpBEK48T2ngNpRcFgLnu6fnrjK6I3NgyJRLYdL4LVFXSMBQM9ikK1o8IXza5HrUsVi9WSgNyJ4pSoHmMilYb4PzAbJHnnEkuGr~RBJQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1954
"Neil Patrick Harris,Ben Affleck,Rosamund Pike",United States,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","Drama,Mystery,Thriller",English,"https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_QL75_UY281_CR1,0,190,281_.jpg",Cô Gái Mất Tích,R,8.1,149,Gone Girl,https://www.imdb.com/video/vi1298770969/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1298770969/1434659607842-pgv4ql-1616202356128.mp4?Expires=1682016144&Signature=IONXeFAmB7yRwhMaRiR1-OG7sz4Y8qfofJ2N7NUaESCgN3tgtqEBxY83Fhfg4YR7HsRDnVyDUnqKYuLPs0n4Hu5O2y6qleoGEeWu~Tj-ETF~js7U5Ugl5MnbsxvpztQdyRYgCLUKls69tFdCdHflBoUixf6P82srsqEt3kyXq-DTJAcPM-CypH66~rKek9EYToe2~8w1AeQ9MOIZFzEC3sWyJMZMRNbkhbZpZxCnM2wNl312Ag2jolVGu9QmX-TUEIGJa65OXl-Z2XOVAZiqVyE97MdG~m24foZqwBYk5JGq-R0m7EWoMjCdSAbOcZueQHgQpbi13UfifUopTnWOrg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2014
